Company,Location,Industry,Date,Total Employees,Laid Off,Percentage,Department,Funds Raised,Stage
Company11,,Cloud,2025-01-19,32923,1513.0,4.6,Product,1B,Series A
Company49,,Cloud,2025-03-21,17182,1333.0,7.76,Sales,Not specified,Private
Snowflake,,E-commerce,2025-07-17,41824,3524.0,8.43,Operations,Not specified,Series A
Company3,India,Fintech,2024-11-18,48858,1494.0,3.06,Sales,500M,IPO
Stripe,Canada,Automotive,2025-02-17,21193,806.0,3.8,Marketing,100M,Public
Company28,,Social Media,2025-08-17,13213,1346.0,10.19,HR,500M,Private
Salesforce,San Francisco,Hardware,2025-09-19,16078,684.0,4.25,Operations,1B,IPO
Stripe,US,E-commerce,2021-12-09,42916,3659.0,8.53,Product,Not specified,IPO
Oracle,UK,Entertainment,2020-03-23,23435,304.0,1.3,Design,Not specified,Series A
Netflix,Seattle,Fintech,2024-01-02,41975,342.0,0.81,HR,2B,Public
Company23,Seattle,Fintech,2021-02-08,34715,3102.0,8.94,Product,500M,IPO
DoorDash,Seattle,E-commerce,24/02/2024,26401,1035.0,3.92,Engineering,1B,Series A
DoorDash,,Social Media,2020-10-31,8868,38.0,0.43,Marketing,500M,Public
Intel,UK,Entertainment,2021-06-30,14881,1088.0,7.31,Sales,100M,Private
Company7,USA,Hardware,2022-08-26,11529,,,Marketing,5B+,Public
Company48,London,Entertainment,2025-02-06,2597,173.0,6.66,Finance,Not specified,Series A
Company8,London,Cloud,2024-02-20,31892,1045.0,3.28,Sales,100M,Public
Google,New York,Entertainment,2025-08-16,3205,64.0,2.0,Marketing,5B+,IPO
Zoom,San Francisco,Social Media,2020-01-29,20464,1110.0,5.42,Engineering,Not specified,Private
Company1,San Francisco,Social Media,2024-02-12,36001,2272.0,6.31,Design,1B,Public
Company38,Seattle,Software,2024-11-03,36326,993.0,2.73,Engineering,1B,Private
Company23,France,Hardware,2023-04-09,16535,693.0,4.19,Engineering,,Private
Company40,USA,Cloud,2023-08-18,9764,188.0,1.93,HR,,Series A
Company23,New York,Software,2025-06-06,22863,1156.0,5.06,Product,100M,IPO
Intel,US,Entertainment,2022-04-27,42535,2182.0,5.13,Sales,2B,Private
Company16,USA,Software,2021-07-11,42462,3881.0,9.14,Engineering,500M,IPO
Company47,New York,Automotive,2024-08-13,27911,1657.0,5.94,Engineering,Not specified,Series A
DoorDash,,Automotive,2020-06-21,22217,1363.0,6.13,HR,5B+,Private
Company16,Seattle,Entertainment,2021-12-21,4975,129.0,2.59,Product,5B+,Private
Company39,,Hardware,30/04/2023,47127,,,Engineering,2B,Series A
Company13,Canada,Hardware,2025-06-08,5597,78.0,1.39,Engineering,100M,Public
Company21,London,Social Media,2022-07-14,46638,1013.0,2.17,Product,500M,Private
Company30,United States,Entertainment,2025-06-02,26717,1615.0,6.04,Operations,5B+,Private
Company13,,Cloud,2025-08-28,47111,2108.0,4.47,Design,5B+,Series A
Company19,Canada,Fintech,2025-07-17,32230,3079.0,9.55,Design,500M,Series A
Nvidia,,Software,2021-12-27,24070,501.0,2.08,HR,Not specified,Series A
Company38,London,Social Media,2021-10-02,4582,82.0,1.79,Marketing,1B,Series A
Intel,United States,Fintech,2022-06-24,25357,1528.0,6.03,HR,,IPO
Company4,San Francisco,Social Media,2021-10-23,19269,976.0,5.07,Sales,,Private
Company12,UK,Automotive,2022-01-17,10546,,,HR,Not specified,IPO
Google,Canada,Entertainment,2024-09-04,21622,,,Design,Not specified,Private
Company45,UK,Cloud,2024-06-12,33568,,,Marketing,,Private
Company13,UK,Entertainment,2021-08-15,42187,2875.0,6.81,Product,,Public
Company32,UK,Entertainment,2024-12-15,13196,1046.0,7.93,Operations,Not specified,Series A
Company23,London,Social Media,2023-06-09,32602,1357.0,4.16,Product,,Private
Company19,United States,Entertainment,25/09/2020,48458,,,Operations,500M,IPO
Salesforce,UK,Social Media,2024-07-04,7152,61.0,0.85,HR,,Series A
Company20,US,Fintech,2022-05-03,5338,439.0,8.22,Engineering,500M,Public
Apple,San Francisco,Automotive,2024-04-21,41935,2810.0,6.7,Product,2B,Public
Uber,Seattle,Automotive,2025-06-16,18985,1680.0,8.85,Marketing,500M,Series A
Company10,France,Software,2025-01-27,22700,124.0,0.55,Engineering,5B+,IPO
Company43,United States,Cloud,2024-12-16,36042,2648.0,7.35,Finance,1B,Series A
Company27,,Fintech,2023-09-16,14275,455.0,3.19,Design,Not specified,IPO
Company31,,Entertainment,2021-08-08,31063,103.0,0.33,Marketing,100M,Series A
Intel,San Francisco,Hardware,2021-12-04,26921,1351.0,5.02,Product,500M,Private
Company9,,Cloud,2025-06-13,28866,1271.0,4.4,Engineering,,IPO
Oracle,Canada,Social Media,2022-06-29,26727,,,HR,Not specified,IPO
Zoom,New York,Social Media,2023-03-30,1642,135.0,8.22,Marketing,500M,Private
Company43,India,Fintech,2023-11-17,34365,523.0,1.52,Sales,5B+,Private
Company48,San Francisco,Cloud,2022-01-28,11082,952.0,8.59,Engineering,Not specified,Private
Microsoft,San Francisco,Fintech,2020-03-30,36036,3519.0,9.77,Finance,1B,Series A
Company50,Germany,Automotive,2021-08-20,28032,984.0,3.51,Finance,500M,Series A
Company28,New York,Hardware,2025-09-08,20298,116.0,0.57,Marketing,100M,Public
Company4,India,Automotive,2025-09-26,32351,,,Operations,Not specified,Series A
Company47,San Francisco,Cloud,2024-07-14,38321,2314.0,6.04,Sales,,IPO
Company16,New York,Hardware,2025-04-15,47099,3502.0,7.44,Product,1B,Private
Snowflake,Canada,Fintech,2025-02-24,22252,337.0,1.51,Sales,5B+,Private
Company8,,Fintech,2020-01-19,42504,4232.0,9.96,Engineering,1B,Public
Google,New York,Social Media,2021-01-27,17874,1297.0,7.26,Finance,5B+,IPO
Shopify,London,Entertainment,2024-04-02,43011,2427.0,5.64,Operations,100M,IPO
Company32,France,Cloud,02/03/2021,21325,,,Engineering,5B+,Private
Palantir,,E-commerce,2023-11-04,49898,37.0,0.07,Finance,5B+,Public
Company2,,Fintech,2025-08-06,17005,1166.0,6.86,Engineering,,Private
Company29,,Social Media,2025-01-12,33782,2425.0,7.18,Sales,5B+,Private
Company6,Germany,Hardware,2023-06-13,33852,1834.0,5.42,Sales,2B,IPO
Company39,Germany,Software,2025-05-09,2476,106.0,4.28,Product,Not specified,Private
Company27,Canada,Social Media,2023-05-07,40978,524.0,1.28,Operations,1B,Private
Company25,Seattle,Social Media,2025-08-12,42298,88.0,0.21,Design,Not specified,Private
Company47,US,E-commerce,02/11/2022,5544,310.0,5.59,Marketing,5B+,Public
Company47,France,Entertainment,2021-02-26,30550,1334.0,4.37,Marketing,100M,Private
Microsoft,San Francisco,Fintech,2021-03-03,30263,2192.0,7.24,Design,2B,Series A
Company41,UK,Social Media,2022-09-01,22448,1852.0,8.25,Product,2B,Series A
Snowflake,New York,Social Media,2022-12-15,3853,302.0,7.84,Design,Not specified,Private
Company22,France,Social Media,2020-12-30,35744,1046.0,2.93,Sales,2B,Public
DoorDash,US,Social Media,2021-10-26,41455,1067.0,2.57,Marketing,2B,IPO
Company23,USA,Social Media,2025-10-26,35416,2140.0,6.04,Product,,IPO
Company2,USA,Social Media,17/03/2025,6446,290.0,4.5,Engineering,1B,Public
Company26,UK,Software,19/03/2020,27320,880.0,3.22,Marketing,1B,Series A
Company6,San Francisco,Hardware,2021-05-13,38329,2241.0,5.85,Operations,1B,Private
Company25,,Software,2023-06-08,14663,1047.0,7.14,HR,,Series A
Company18,United States,Hardware,2025-12-21,31875,2477.0,7.77,Operations,5B+,Series A
Company7,Canada,Social Media,2025-09-12,19320,1053.0,5.45,Finance,1B,Private
Tesla,USA,Entertainment,2025-03-28,31804,2752.0,8.65,HR,Not specified,Series A
Microsoft,Canada,Social Media,2025-09-23,4059,53.0,1.31,Finance,1B,Private
Company14,India,Cloud,2023-06-10,28126,1596.0,5.67,Design,100M,Private
Twitter,New York,Cloud,2024-08-07,13282,687.0,5.17,Finance,100M,Series A
Company2,San Francisco,Entertainment,2022-09-01,22134,507.0,2.29,Design,1B,Public
Company8,US,Social Media,2024-02-04,29810,1207.0,4.05,Product,100M,Public
Company28,San Francisco,Software,2022-08-04,36604,853.0,2.33,Sales,500M,IPO
Google,United States,Entertainment,2020-08-06,6616,354.0,5.35,Design,100M,IPO
Company19,New York,E-commerce,2024-06-17,33635,3343.0,9.94,Engineering,,Public
Company1,India,Software,2021-02-16,6620,595.0,8.99,HR,100M,Public
Company45,,Automotive,2020-07-01,32645,3117.0,9.55,HR,2B,Public
Company23,Canada,Fintech,2023-12-04,43568,1227.0,2.82,Finance,5B+,Public
Company49,London,Cloud,2024-05-14,45398,234.0,0.52,Operations,5B+,Series A
Company3,Seattle,Entertainment,2025-04-23,11360,,,HR,2B,Private
Company9,France,Fintech,2021-08-13,28397,940.0,3.31,Sales,2B,IPO
Company36,Seattle,Fintech,2021-05-18,35674,1077.0,3.02,HR,100M,Series A
Apple,US,Cloud,2021-04-26,32153,1483.0,4.61,Finance,2B,IPO
Company11,US,Fintech,2020-03-18,2250,21.0,0.93,Design,100M,Series A
Netflix,Canada,E-commerce,2023-06-10,32115,3163.0,9.85,Finance,100M,Public
Company30,USA,Hardware,2020-12-25,29876,1109.0,3.71,Operations,500M,IPO
Company30,Germany,Automotive,2023-02-01,48664,1867.0,3.84,Product,5B+,IPO
Company16,France,Hardware,2024-08-03,44673,2426.0,5.43,Finance,100M,IPO
Company16,London,Automotive,2021-11-11,34143,2261.0,6.62,Sales,100M,Private
Company42,San Francisco,Fintech,2021-06-29,3438,152.0,4.42,Sales,500M,Public
Company30,United States,Cloud,2023-05-08,39872,,,Engineering,500M,Private
Company30,France,Software,2020-05-14,25419,476.0,1.87,HR,500M,Private
Company23,Germany,Cloud,2020-12-07,43225,,,Finance,Not specified,Public
Twitter,,Social Media,2024-01-15,28467,1886.0,6.63,Sales,1B,IPO
Company9,,Hardware,2023-04-02,48342,2510.0,5.19,Product,Not specified,Private
Company13,Germany,E-commerce,2023-05-13,24729,1348.0,5.45,Finance,2B,IPO
Company24,India,Hardware,2024-05-30,2567,,,Product,100M,Public
Company41,France,Automotive,2022-11-04,41050,1308.0,3.19,Operations,2B,Private
Company40,Canada,Fintech,2023-07-08,30049,1009.0,3.36,Marketing,100M,Public
Apple,San Francisco,Social Media,2021-09-06,43215,755.0,1.75,Sales,1B,Private
Snowflake,USA,Social Media,2022-07-01,32129,864.0,2.69,Sales,500M,Private
Company38,India,Software,2020-05-25,45383,1138.0,2.51,Marketing,,Private
Company19,United States,Fintech,2023-07-28,10245,890.0,8.69,Finance,Not specified,IPO
Company48,France,Automotive,2025-08-10,25536,,,Marketing,Not specified,IPO
Snowflake,France,E-commerce,2022-07-09,41011,3773.0,9.2,Engineering,2B,Private
Google,France,Automotive,2023-01-17,14615,801.0,5.48,HR,,Series A
Company14,Germany,Software,2025-08-12,35231,167.0,0.47,Product,Not specified,Private
Company36,India,Cloud,2023-08-28,24306,,,Product,100M,Public
Company8,Germany,E-commerce,2020-05-18,9382,852.0,9.08,HR,1B,Public
Company48,Canada,Software,2021-11-04,49534,,,Operations,5B+,IPO
Company38,US,Fintech,2025-07-30,7553,365.0,4.83,Finance,,Private
Shopify,Canada,Social Media,2020-10-21,8232,504.0,6.12,Sales,5B+,Series A
Company39,London,E-commerce,2021-09-22,11590,1196.0,10.32,Marketing,,Private
Company12,London,Automotive,2022-06-15,2094,67.0,3.2,Product,2B,Series A
Company32,San Francisco,Social Media,2025-01-16,31192,1904.0,6.1,Engineering,100M,Series A
Company26,San Francisco,E-commerce,2022-05-24,14917,1443.0,9.67,HR,500M,IPO
Company21,UK,Social Media,2021-07-13,37981,3334.0,8.78,HR,Not specified,Private
Company49,,Hardware,2023-08-17,46971,2382.0,5.07,Finance,1B,IPO
Shopify,Seattle,Hardware,2024-04-10,21704,40.0,0.18,Engineering,1B,Public
Company18,Germany,Fintech,2022-10-28,40333,3050.0,7.56,Engineering,2B,Public
Company26,US,Software,2023-01-10,21434,,,Finance,5B+,IPO
Company7,,Fintech,2021-06-20,10734,703.0,6.55,Sales,2B,IPO
Company26,US,Software,2022-08-17,24569,937.0,3.81,HR,Not specified,Series A
Company32,,Software,2024-10-29,36050,190.0,0.53,HR,5B+,IPO
Company34,US,Hardware,2021-10-07,30545,456.0,1.49,Marketing,,Series A
Company6,UK,Hardware,2022-08-31,24243,771.0,3.18,Engineering,500M,Public
Company46,Germany,Entertainment,2022-05-19,13134,552.0,4.2,Finance,Not specified,Private
Company22,Seattle,Software,2025-06-24,5131,471.0,9.18,Design,100M,Private
Company32,New York,Automotive,2023-07-31,21373,1253.0,5.86,Sales,100M,Public
Meta,Germany,Hardware,2025-09-04,41831,2601.0,6.22,Sales,,Public
Company17,,Entertainment,2025-12-05,41151,1553.0,3.77,Marketing,100M,Public
Amazon,San Francisco,Hardware,2025-07-14,31222,849.0,2.72,Finance,Not specified,IPO
Meta,United States,Fintech,2023-07-16,4540,465.0,10.24,Engineering,1B,IPO
Company4,UK,Software,2020-10-02,26207,2466.0,9.41,HR,500M,Public
DoorDash,New York,Hardware,2025-08-01,21140,91.0,0.43,Sales,2B,Public
Company12,Seattle,E-commerce,2023-06-05,47639,4570.0,9.59,Design,1B,Public
DoorDash,India,E-commerce,2020-12-10,21719,,,HR,Not specified,Public
Company19,San Francisco,Entertainment,2024-05-09,5166,72.0,1.39,Engineering,Not specified,IPO
Oracle,Canada,Software,2023-05-05,14936,430.0,2.88,Operations,5B+,IPO
Zoom,,Social Media,2024-02-26,27521,2704.0,9.83,Operations,,Public
Company3,United States,Hardware,2020-01-13,6272,74.0,1.18,Operations,500M,Public
Company44,France,Cloud,2024-03-29,35077,1303.0,3.71,HR,2B,Public
Company31,,Cloud,2025-07-08,46037,4178.0,9.08,Marketing,5B+,IPO
Company32,New York,Fintech,2021-08-02,21449,255.0,1.19,Engineering,5B+,Public
Amazon,New York,Social Media,2022-08-15,34305,2486.0,7.25,Sales,2B,Series A
Amazon,UK,Automotive,2022-09-20,22966,,,Finance,100M,Series A
Company44,Seattle,Fintech,2024-12-17,4465,,,Design,100M,Public
Company4,Germany,Cloud,2025-04-24,12588,25.0,0.2,Marketing,2B,IPO
Company47,UK,Software,2024-01-11,15906,,,Operations,100M,IPO
Company28,San Francisco,Software,2022-02-05,25074,1410.0,5.62,Design,Not specified,Public
Company35,India,Fintech,2023-03-16,25815,1219.0,4.72,Engineering,5B+,Public
Intel,,Cloud,2023-06-05,27022,2180.0,8.07,Engineering,1B,IPO
Company28,Canada,E-commerce,2021-04-19,47585,1084.0,2.28,HR,1B,Private
Company2,Germany,Software,2021-09-21,13227,10.0,0.08,Marketing,,Public
Company33,San Francisco,Hardware,2024-08-03,12170,283.0,2.33,Operations,,Series A
Company26,San Francisco,Hardware,2025-01-02,8130,124.0,1.53,HR,2B,Private
Company22,UK,E-commerce,2020-03-23,36169,1299.0,3.59,Finance,5B+,Private
Company28,UK,Fintech,2021-10-26,44147,291.0,0.66,Product,,IPO
Company19,France,Cloud,2022-07-05,22818,1000.0,4.38,Product,100M,Series A
Company44,New York,Fintech,2024-03-27,33147,2432.0,7.34,Finance,1B,Public
Company37,London,Automotive,2025-12-02,33833,,,Sales,1B,Private
Company19,,E-commerce,2024-10-16,9545,145.0,1.52,Marketing,100M,Series A
Company17,Germany,Entertainment,2025-01-22,1422,45.0,3.16,Engineering,1B,Private
Company50,India,Automotive,2024-03-28,9347,517.0,5.53,Finance,2B,Private
Company37,New York,Social Media,2020-12-04,43797,1175.0,2.68,Design,Not specified,Public
Tesla,US,Social Media,2024-10-25,31276,2630.0,8.41,Finance,,Private
Company5,Canada,Entertainment,2021-11-19,23322,591.0,2.53,Marketing,1B,Private
Company13,India,Fintech,2024-02-19,22984,1969.0,8.57,Operations,100M,Series A
Company33,,E-commerce,2024-07-01,7789,59.0,0.76,Engineering,Not specified,Public
Company34,UK,Hardware,15/02/2023,10096,707.0,7.0,Sales,5B+,Series A
Company26,,Software,2025-08-20,30714,2797.0,9.11,Operations,,Public
Salesforce,India,Cloud,2020-04-27,26947,1242.0,4.61,Finance,1B,IPO
Company24,,Hardware,2025-10-13,14002,388.0,2.77,Marketing,500M,Private
Company40,UK,Entertainment,2022-09-13,41747,3070.0,7.35,Marketing,,Public
Amazon,US,Cloud,2023-11-03,6539,658.0,10.06,Design,5B+,Private
Airbnb,France,E-commerce,2024-04-28,47454,510.0,1.07,Design,500M,Series A
Company16,,Social Media,2021-12-24,9222,311.0,3.37,Operations,2B,IPO
Netflix,France,Hardware,2020-08-12,19637,922.0,4.7,Finance,Not specified,IPO
Company38,Canada,Social Media,2025-10-02,45942,4634.0,10.09,Marketing,Not specified,Series A
Company37,London,Hardware,2021-06-29,30179,2411.0,7.99,Sales,5B+,Series A
Company44,India,Automotive,2020-11-03,22972,1197.0,5.21,Operations,,Private
Company46,UK,E-commerce,2024-05-23,5382,481.0,8.94,Engineering,2B,Public
Company15,UK,Automotive,2025-12-25,38538,23.0,0.06,Finance,100M,IPO
Company28,Germany,Social Media,2022-06-28,3093,73.0,2.36,Sales,1B,Private
Company23,Seattle,Entertainment,2021-11-29,3272,,,Product,2B,IPO
Company25,Seattle,Hardware,2022-06-19,12556,116.0,0.92,Engineering,,IPO
Company42,,Automotive,05/05/2022,46211,834.0,1.8,Marketing,5B+,Private
Company38,US,Software,2025-10-22,26191,321.0,1.23,Marketing,,IPO
Company9,USA,Social Media,30/03/2023,6241,303.0,4.85,Operations,1B,Private
Company15,India,Fintech,2022-04-04,42845,,,Design,1B,Public
Company17,San Francisco,E-commerce,2025-05-14,3665,339.0,9.25,Operations,1B,IPO
Company11,India,Social Media,2020-04-15,37572,,,Finance,5B+,Private
Company40,UK,Entertainment,2023-02-03,2582,294.0,11.39,HR,1B,Public
Company32,India,Hardware,2025-01-28,16797,1216.0,7.24,HR,,Series A
Intel,London,Entertainment,2023-11-25,19689,2005.0,10.18,Design,2B,Public
Nvidia,France,Software,2023-06-01,18920,226.0,1.19,Sales,2B,IPO
Snowflake,Germany,Software,2023-07-25,7212,200.0,2.77,HR,5B+,IPO
Company50,London,E-commerce,2025-03-22,39197,507.0,1.29,Operations,1B,Public
Company41,Canada,Cloud,2022-06-05,6036,274.0,4.54,Engineering,5B+,Public
Company5,San Francisco,Hardware,2020-09-11,8088,762.0,9.42,Design,5B+,Private
Tesla,US,Cloud,2022-07-13,10017,585.0,5.84,Operations,5B+,Series A
Company3,USA,E-commerce,2022-05-20,49245,141.0,0.29,Marketing,100M,IPO
Company18,,Hardware,2025-10-02,27825,2359.0,8.48,Operations,100M,Series A
Company5,London,Fintech,17/05/2025,9933,629.0,6.33,Sales,100M,Private
Tesla,New York,Cloud,2022-06-23,20885,1612.0,7.72,Product,500M,Private
Snowflake,UK,Entertainment,2025-12-26,38937,1000.0,2.57,Finance,500M,Private
Zoom,San Francisco,Social Media,2023-01-01,41122,2539.0,6.17,Marketing,500M,IPO
Company19,Canada,Cloud,2022-06-03,17412,1030.0,5.92,Finance,100M,IPO
Company3,London,Cloud,2023-08-30,21914,1076.0,4.91,Operations,,Public
Company30,Seattle,Software,2024-04-15,34921,1387.0,3.97,Product,2B,Private
Company13,Germany,Social Media,2024-08-22,12837,605.0,4.71,Sales,2B,Private
Zoom,USA,E-commerce,2024-07-26,16082,374.0,2.33,Product,100M,Public
DoorDash,Canada,Cloud,2021-03-27,8121,251.0,3.09,HR,Not specified,IPO
Google,UK,Hardware,2025-03-16,17473,883.0,5.05,Engineering,5B+,Private
Company6,San Francisco,Social Media,2022-09-16,45358,2760.0,6.08,Marketing,,Public
Salesforce,New York,Fintech,2024-02-09,22301,1630.0,7.31,Sales,5B+,Public
Company4,USA,Software,2024-06-27,30482,3078.0,10.1,Engineering,2B,Private
Company18,US,Fintech,2020-01-25,18426,1651.0,8.96,Design,Not specified,Public
Company15,US,Cloud,2024-11-06,36592,1703.0,4.65,Operations,Not specified,Private
Company17,India,Cloud,2023-07-21,12801,185.0,1.45,Design,,Series A
Company29,,Cloud,2023-09-29,44856,592.0,1.32,Sales,500M,Series A
Company36,UK,Social Media,2025-10-21,16608,,,Product,500M,Public
Company3,US,Fintech,2024-04-13,17035,,,HR,Not specified,Private
Stripe,,Automotive,2023-11-28,47343,843.0,1.78,Product,Not specified,IPO
Company1,,E-commerce,2021-02-02,3019,257.0,8.51,Finance,100M,Public
Company21,,Entertainment,2025-06-09,29859,828.0,2.77,Design,1B,Series A
Company28,US,Entertainment,2025-11-26,16704,1240.0,7.42,HR,2B,Private
Company23,India,Automotive,2020-12-28,32174,3229.0,10.04,Finance,100M,Series A
Company19,Germany,Hardware,2025-08-30,21171,2106.0,9.95,Marketing,100M,Series A
Company20,New York,Cloud,20/04/2023,41409,1652.0,3.99,Marketing,5B+,Private
Salesforce,Canada,Cloud,2022-01-14,18184,287.0,1.58,Sales,,IPO
Company26,San Francisco,Cloud,2024-11-01,19242,595.0,3.09,Finance,500M,IPO
Company46,USA,Hardware,2025-11-30,43000,971.0,2.26,Operations,100M,IPO
Company44,New York,Hardware,2023-10-16,12394,17.0,0.14,Sales,500M,Public
Company37,,Hardware,2022-10-26,7846,152.0,1.94,Design,2B,Series A
Company47,,Software,2020-10-21,48411,3227.0,6.67,Sales,,Series A
Company18,India,Fintech,2022-04-09,4325,227.0,5.25,Finance,5B+,Series A
Company20,,E-commerce,2024-05-04,39533,2607.0,6.59,Product,,IPO
Apple,,Automotive,2020-06-07,8210,269.0,3.28,Engineering,5B+,Private
Company42,New York,Social Media,2020-07-10,23340,2192.0,9.39,Product,1B,Series A
Company41,New York,Hardware,2022-07-24,41316,2938.0,7.11,Design,1B,Series A
Microsoft,,Entertainment,2025-06-05,35593,1633.0,4.59,Operations,500M,Public
Company28,,Entertainment,2025-07-08,9631,421.0,4.37,Product,1B,Series A
Company1,San Francisco,Automotive,2025-04-20,40181,3904.0,9.72,Engineering,,Series A
Twitter,Seattle,Entertainment,2021-02-25,6061,376.0,6.2,Sales,500M,IPO
