Company,Location,Industry,Date,Year,Total_Employees,Laid_Off,Layoff_Percentage,Department,Funds_Raised,Stage,Layoff_Intensity_Category,"Company_Size_Category
","Funding_Category
"
Company9,France,Hardware,2023-06-19,2023,"26,294",158,0.60%,Design,Not Specified,Private,Low,Large,Unknown
Company6,United States,Hardware,2025-04-07,2025,"10,290",584,5.68%,Marketing,Not Specified,IPO,Moderate,Medium,Unknown
Company22,Unknown,Automotive,2021-03-31,2021,"37,491",2493,6.65%,Product,500M,IPO,Moderate,Large,Growth Stage
Company33,United States,Cloud,2020-08-22,2020,"34,362",516,1.50%,HR,500M,Public,Low,Large,Growth Stage
Company15,United States,Entertainment,2025-04-28,2025,"44,209",NA,0.00%,Engineering,Not Specified,IPO,Low,Large,Unknown
Company20,United States,Hardware,2024-12-24,2024,"15,048",190,1.26%,Design,Not specified,IPO,Low,Medium,Unknown
Uber,Unknown,Hardware,2021-04-19,2021,"47,015",2902,6.17%,Engineering,500M,Public,Moderate,Large,Growth Stage
Company24,United States,Cloud,2025-01-31,2025,"41,113",55,0.13%,Marketing,Not specified,Private,Low,Large,Unknown
Company8,United States,E-commerce,2023-04-27,2023,"27,469",717,2.61%,Sales,2B,Series A,Low,Large,Late Stage
Palantir,Canada,Entertainment,2021-10-22,2021,"41,351",1647,3.98%,HR,100M,IPO,Low,Large,Early Stage
Company45,Unknown,Cloud,2021-04-28,2021,"24,563",443,1.80%,Design,500M,IPO,Low,Large,Growth Stage
Company11,Canada,Hardware,2023-08-01,2023,"14,824",527,3.56%,Operations,2B,IPO,Low,Medium,Late Stage
Apple,Unknown,Entertainment,2020-10-21,2020,"12,604",435,3.45%,Design,1B,IPO,Low,Medium,Late Stage
Company41,United States,Entertainment,2024-11-08,2024,"29,672",NA,0.00%,Operations,Not Specified,Public,Low,Large,Unknown
Tesla,France,Entertainment,2021-12-30,2021,"8,506",433,5.09%,Engineering,1B,IPO,Moderate,Medium,Late Stage
Company43,India,Entertainment,2023-04-06,2023,"9,183",258,2.81%,Engineering,Not Specified,IPO,Low,Medium,Unknown
Zoom,Unknown,Hardware,2022-07-02,2022,"16,245",502,3.09%,Product,2B,Series A,Low,Medium,Late Stage
Shopify,United States,Automotive,2020-05-18,2020,"22,199",1404,6.32%,Finance,Not specified,Public,Moderate,Large,Unknown
Company42,Unknown,Social Media,2025-01-15,2025,"3,983",432,10.85%,Operations,Not specified,Series A,Severe,Small,Unknown
Company26,Germany,Cloud,2025-07-03,2025,"11,750",NA,0.00%,Marketing,2B,IPO,Low,Medium,Late Stage
Company30,United States,Software,2022-05-10,2022,"18,221",696,3.82%,HR,2B,Public,Low,Medium,Late Stage
Company14,France,Social Media,2022-09-04,2022,"22,676",NA,0.00%,Marketing,100M,IPO,Low,Large,Early Stage
Company18,United Kingdom,Automotive,2022-12-24,2022,"45,258",NA,0.00%,Engineering,2B,Private,Low,Large,Late Stage
Company47,United States,Social Media,2021-11-18,2021,"22,814",1939,8.50%,Engineering,500M,Public,Severe,Large,Growth Stage
Company1,United States,E-commerce,2020-05-16,2020,"11,559",NA,0.00%,Design,Not Specified,IPO,Low,Medium,Unknown
Company19,United States,Fintech,2021-07-24,2021,"23,787",935,3.93%,Engineering,Not Specified,Private,Low,Large,Unknown
Company19,France,Software,2023-02-15,2023,"16,195",539,3.33%,HR,2B,Public,Low,Medium,Late Stage
Oracle,United Kingdom,Social Media,2024-12-11,2024,"30,782",605,1.97%,Design,Not Specified,Public,Low,Large,Unknown
Company35,United Kingdom,Automotive,2024-06-08,2024,"4,543",NA,0.00%,Sales,2B,IPO,Low,Small,Late Stage
Company1,United Kingdom,E-commerce,2024-10-24,2024,"22,146",637,2.88%,Finance,Not specified,Private,Low,Large,Unknown
Oracle,Germany,Cloud,2023-05-21,2023,"15,101",1472,9.75%,Design,100M,Private,Severe,Medium,Early Stage
Company9,United Kingdom,Social Media,2020-11-27,2020,"2,620",222,8.47%,Product,5B+,Series A,Severe,Small,Mature
Twitter,United States,Hardware,2023-12-22,2023,"12,338",45,0.36%,Sales,1B,Private,Low,Medium,Late Stage
Company39,United Kingdom,Automotive,2020-05-07,2020,"39,758",1352,3.40%,Engineering,Not specified,IPO,Low,Large,Unknown
Stripe,Unknown,Social Media,2023-07-12,2023,"32,282",623,1.93%,Engineering,5B+,Public,Low,Large,Mature
Company26,Unknown,Hardware,2025-01-11,2025,"40,825",2856,7.00%,Engineering,Not specified,Private,Moderate,Large,Unknown
Amazon,Unknown,E-commerce,2023-10-23,2023,"25,723",2124,8.26%,Finance,1B,Public,Severe,Large,Late Stage
Company46,United States,Cloud,2020-05-28,2020,"41,389",472,1.14%,Sales,5B+,IPO,Low,Large,Mature
Tesla,France,Software,2025-04-24,2025,"41,838",3363,8.04%,Engineering,500M,Series A,Severe,Large,Growth Stage
Company37,United States,E-commerce,2023-08-26,2023,"28,215",680,2.41%,Design,100M,Public,Low,Large,Early Stage
Shopify,France,Fintech,2020-07-05,2020,"6,710",208,3.10%,Marketing,Not Specified,IPO,Low,Medium,Unknown
Snowflake,France,Hardware,2025-02-28,2025,"20,641",236,1.14%,Sales,500M,Public,Low,Large,Growth Stage
Company26,United Kingdom,Software,2020-06-27,2020,"39,995",3242,8.11%,Engineering,Not Specified,Public,Severe,Large,Unknown
Company16,United States,Cloud,2021-08-18,2021,"13,314",1166,8.76%,Operations,Not specified,Private,Severe,Medium,Unknown
Oracle,United States,Cloud,2021-06-09,2021,"48,598",19,0.04%,Sales,2B,IPO,Low,Large,Late Stage
Company29,United States,E-commerce,2022-05-01,2022,"27,149",626,2.31%,Finance,Not specified,Series A,Low,Large,Unknown
Company28,Germany,Hardware,2024-09-29,2024,"11,839",NA,0.00%,HR,500M,Private,Low,Medium,Growth Stage
Company29,United States,Hardware,2024-02-01,2024,"5,239",342,6.53%,Marketing,Not specified,IPO,Moderate,Medium,Unknown
Company15,United States,Software,2021-02-02,2021,"23,631",1906,8.07%,HR,Not specified,Public,Severe,Large,Unknown
Company15,United States,Software,2021-05-06,2021,"18,918",881,4.66%,Design,100M,Public,Low,Medium,Early Stage
Salesforce,Unknown,Cloud,2022-05-30,2022,"26,766",NA,0.00%,Finance,5B+,Private,Low,Large,Mature
Zoom,France,Cloud,2022-12-16,2022,"37,080",NA,0.00%,Engineering,5B+,Private,Low,Large,Mature
Company2,United States,E-commerce,2024-11-06,2024,"19,243",1773,9.21%,HR,100M,Series A,Severe,Medium,Early Stage
Company37,United Kingdom,Entertainment,2025-04-28,2025,"9,776",606,6.20%,Engineering,1B,IPO,Moderate,Medium,Late Stage
Nvidia,United States,Fintech,2023-05-13,2023,"21,529",1918,8.91%,Engineering,Not specified,Series A,Severe,Large,Unknown
Company28,United Kingdom,Fintech,2020-07-07,2020,"36,241",2848,7.86%,Design,100M,Public,High,Large,Early Stage
Stripe,United Kingdom,Social Media,2024-08-08,2024,"45,250",1843,4.07%,Marketing,Not specified,Series A,Low,Large,Unknown
Stripe,Unknown,Cloud,2024-10-28,2024,"40,593",2723,6.71%,Design,5B+,Series A,Moderate,Large,Mature
Company27,France,Automotive,2024-10-25,2024,"27,543",730,2.65%,Design,5B+,Private,Low,Large,Mature
Company19,Canada,Hardware,2023-11-23,2023,"47,339",1318,2.78%,Operations,5B+,Public,Low,Large,Mature
Google,Germany,Social Media,2024-03-20,2024,"34,909",218,0.62%,HR,500M,IPO,Low,Large,Growth Stage
Snowflake,France,Social Media,2021-12-29,2021,"41,048",2933,7.15%,Marketing,2B,Public,High,Large,Late Stage
Company26,India,Software,2022-08-15,2022,"21,378",232,1.09%,Design,1B,IPO,Low,Large,Late Stage
Company39,United States,Fintech,2025-10-03,2025,"19,179",1501,7.83%,Product,500M,Series A,High,Medium,Growth Stage
Company5,United Kingdom,Hardware,2021-01-10,2021,"1,881",209,11.11%,Product,100M,Public,Severe,Small,Early Stage
Company49,Germany,Fintech,2020-03-13,2020,"2,906",322,11.08%,Design,5B+,IPO,Severe,Small,Mature
Company14,Unknown,Entertainment,2021-05-30,2021,"18,701",311,1.66%,Product,Not Specified,Private,Low,Medium,Unknown
Intel,United Kingdom,Entertainment,2022-01-20,2022,"13,291",1084,8.16%,Marketing,Not Specified,Series A,Severe,Medium,Unknown
Company47,India,E-commerce,2024-06-30,2024,"1,244",119,9.57%,Engineering,100M,Public,Severe,Small,Early Stage
Company36,United States,Entertainment,2022-05-23,2022,"26,469",1194,4.51%,Marketing,100M,Public,Low,Large,Early Stage
Company45,Canada,Software,2022-12-06,2022,"21,128",NA,0.00%,Finance,2B,Public,Low,Large,Late Stage
Company11,United Kingdom,Entertainment,2022-04-17,2022,"11,952",282,2.36%,HR,1B,Public,Low,Medium,Late Stage
Company33,India,Social Media,2022-05-11,2022,"16,753",43,0.26%,Design,Not Specified,Private,Low,Medium,Unknown
Company35,United States,Software,2020-03-17,2020,"16,305",939,5.76%,Sales,Not specified,Public,Moderate,Medium,Unknown
Salesforce,United Kingdom,Software,2021-12-24,2021,"24,606",1412,5.74%,Design,5B+,Series A,Moderate,Large,Mature
Shopify,United States,Automotive,2021-02-01,2021,"1,565",120,7.67%,Design,100M,Public,High,Small,Early Stage
Company12,Unknown,Cloud,2024-04-26,2024,"5,094",419,8.23%,Design,500M,Private,Severe,Medium,Growth Stage
Company37,Canada,Software,2020-09-01,2020,"33,848",1100,3.25%,Product,5B+,IPO,Low,Large,Mature
Company6,United States,Fintech,2023-05-18,2023,"15,323",1396,9.11%,Product,Not specified,Public,Severe,Medium,Unknown
Company44,United States,Cloud,2020-09-01,2020,"33,527",1284,3.83%,Product,Not specified,IPO,Low,Large,Unknown
Company12,United States,Automotive,2023-11-10,2023,"11,618",1239,10.66%,Product,5B+,Public,Severe,Medium,Mature
DoorDash,United States,Hardware,2023-04-17,2023,"35,600",578,1.62%,Finance,5B+,Series A,Low,Large,Mature
Snowflake,Germany,Cloud,2024-02-03,2024,"16,677",247,1.48%,Design,500M,Private,Low,Medium,Growth Stage
Oracle,Unknown,Software,2022-02-10,2022,"43,448",2437,5.61%,Sales,5B+,Private,Moderate,Large,Mature
Company26,United States,E-commerce,2025-11-25,2025,"46,020",1401,3.04%,Finance,5B+,Series A,Low,Large,Mature
Company20,France,Social Media,2025-04-01,2025,"18,864",1564,8.29%,Sales,Not specified,Public,Severe,Medium,Unknown
Intel,United Kingdom,Social Media,2021-10-16,2021,"8,770",182,2.08%,Design,500M,IPO,Low,Medium,Growth Stage
Company33,Canada,Entertainment,2020-04-13,2020,"6,519",454,6.96%,Engineering,2B,IPO,Moderate,Medium,Late Stage
Company46,Canada,Social Media,2025-08-05,2025,"25,198",2153,8.54%,Sales,2B,Public,Severe,Large,Late Stage
Company10,United States,Automotive,2024-09-02,2024,"10,688",NA,0.00%,Finance,1B,IPO,Low,Medium,Late Stage
Company47,United States,Automotive,2021-03-31,2021,"38,909",3746,9.63%,HR,1B,IPO,Severe,Large,Late Stage
Company16,Unknown,Software,2022-03-12,2022,"15,329",629,4.10%,Marketing,Not Specified,Series A,Low,Medium,Unknown
Palantir,Unknown,Cloud,2025-04-19,2025,"42,970",1051,2.45%,Marketing,100M,IPO,Low,Large,Early Stage
Microsoft,United States,E-commerce,2022-12-21,2022,"13,464",1106,8.21%,HR,Not Specified,Private,Severe,Medium,Unknown
Company29,United States,Fintech,2024-07-27,2024,"29,250",369,1.26%,Engineering,Not specified,Series A,Low,Large,Unknown
Company14,United States,Automotive,2025-10-27,2025,"40,823",1434,3.51%,Design,2B,Public,Low,Large,Late Stage
Company25,Germany,Automotive,2022-04-07,2022,"48,482",NA,0.00%,HR,100M,Public,Low,Large,Early Stage
Company12,Unknown,Social Media,2025-10-27,2025,"5,747",220,3.83%,Sales,5B+,Series A,Low,Medium,Mature
Company49,United States,Cloud,2022-02-09,2022,"49,505",565,1.14%,Operations,500M,Public,Low,Large,Growth Stage
Company40,United Kingdom,Entertainment,2021-11-02,2021,"45,052",3674,8.16%,Operations,1B,IPO,Severe,Large,Late Stage
Company41,United States,E-commerce,2022-03-29,2022,"31,399",1724,5.49%,HR,100M,Private,Moderate,Large,Early Stage
Company5,United Kingdom,Fintech,2020-03-15,2020,"5,394",110,2.04%,Engineering,2B,Series A,Low,Medium,Late Stage
Stripe,United States,Fintech,2025-04-27,2025,"36,779",623,1.69%,Finance,Not Specified,IPO,Low,Large,Unknown
Microsoft,Canada,Hardware,2020-06-20,2020,"27,639",562,2.03%,Engineering,Not specified,IPO,Low,Large,Unknown
Snowflake,Unknown,E-commerce,2024-10-24,2024,"2,313",56,2.42%,Operations,500M,Private,Low,Small,Growth Stage
Airbnb,Unknown,Hardware,2024-05-08,2024,"16,193",NA,0.00%,Design,2B,IPO,Low,Medium,Late Stage
Company8,France,Cloud,2023-05-14,2023,"30,250",2908,9.61%,HR,5B+,IPO,Severe,Large,Mature
Company43,France,Hardware,2024-12-14,2024,"16,169",713,4.41%,HR,500M,Series A,Low,Medium,Growth Stage
Microsoft,France,Hardware,2025-04-04,2025,"34,193",779,2.28%,Design,2B,Public,Low,Large,Late Stage
Company21,France,Social Media,2020-09-26,2020,"5,899",239,4.05%,Operations,5B+,Private,Low,Medium,Mature
Company18,United States,Fintech,2021-07-03,2021,"31,349",1598,5.10%,Product,Not specified,Private,Moderate,Large,Unknown
Company27,United States,Automotive,2020-08-31,2020,"6,439",326,5.06%,Design,1B,Series A,Moderate,Medium,Late Stage
Intel,United States,Entertainment,2021-05-30,2021,"24,284",2269,9.34%,Sales,Not specified,Series A,Severe,Large,Unknown
Company18,France,Fintech,2024-05-10,2024,"30,412",91,0.30%,Sales,500M,Public,Low,Large,Growth Stage
Company6,United States,E-commerce,2023-12-11,2023,"14,727",765,5.19%,Operations,Not specified,Private,Moderate,Medium,Unknown
Company42,United States,Automotive,2022-05-30,2022,"36,929",NA,0.00%,Product,500M,IPO,Low,Large,Growth Stage
Company41,India,Entertainment,2020-08-20,2020,"1,256",195,15.53%,Engineering,500M,IPO,Severe,Small,Growth Stage
Company41,India,Cloud,2025-07-30,2025,"12,697",NA,0.00%,Sales,2B,Private,Low,Medium,Late Stage
Amazon,France,Cloud,2022-11-07,2022,"45,961",1204,2.62%,Sales,1B,Private,Low,Large,Late Stage
Company40,Unknown,Entertainment,2025-12-27,2025,"14,768",1133,7.67%,Engineering,Not specified,IPO,High,Medium,Unknown
Shopify,United Kingdom,Cloud,2021-09-01,2021,"26,117",436,1.67%,Engineering,1B,Private,Low,Large,Late Stage
Company45,United States,Automotive,2020-04-29,2020,"37,901",2879,7.60%,Operations,2B,Public,High,Large,Late Stage
Company39,United States,Automotive,2025-01-13,2025,"45,494",2761,6.07%,Finance,Not specified,IPO,Moderate,Large,Unknown
Uber,Unknown,Social Media,2022-02-12,2022,"22,630",2212,9.77%,HR,500M,IPO,Severe,Large,Growth Stage
Palantir,United Kingdom,Cloud,2021-04-09,2021,"37,870",3670,9.69%,Design,100M,Public,Severe,Large,Early Stage
Company36,France,Automotive,2025-01-04,2025,"14,850",1235,8.32%,Finance,500M,Public,Severe,Medium,Growth Stage
Company43,United States,Cloud,2022-08-31,2022,"25,425",685,2.69%,Sales,1B,Series A,Low,Large,Late Stage
Company22,United States,Entertainment,2024-12-04,2024,"21,758",455,2.09%,HR,5B+,Series A,Low,Large,Mature
Company24,United States,Fintech,2025-02-21,2025,"6,050",646,10.68%,Finance,500M,IPO,Severe,Medium,Growth Stage
Company40,Unknown,Software,2024-05-08,2024,"33,806",2179,6.45%,HR,Not specified,Private,Moderate,Large,Unknown
Oracle,France,E-commerce,2021-10-17,2021,"6,972",745,10.69%,HR,Not Specified,IPO,Severe,Medium,Unknown
Airbnb,France,Automotive,2023-12-10,2023,"27,008",1806,6.69%,Product,2B,Series A,Moderate,Large,Late Stage
Company4,United States,Entertainment,2024-02-23,2024,"8,818",250,2.84%,Product,Not Specified,Public,Low,Medium,Unknown
Amazon,United States,E-commerce,2023-01-31,2023,"23,372",NA,0.00%,Finance,500M,Public,Low,Large,Growth Stage
Company10,United States,Social Media,2023-05-28,2023,"3,934",NA,0.00%,Design,Not Specified,Series A,Low,Small,Unknown
Company37,Canada,Software,2023-06-11,2023,"7,320",544,7.43%,Marketing,500M,IPO,High,Medium,Growth Stage
Company29,Unknown,Fintech,2020-01-29,2020,"14,407",422,2.93%,HR,Not Specified,Series A,Low,Medium,Unknown
Microsoft,France,E-commerce,2025-07-19,2025,"47,350",NA,0.00%,Engineering,100M,IPO,Low,Large,Early Stage
Company4,United States,Cloud,2023-04-15,2023,"26,614",397,1.49%,Finance,1B,Public,Low,Large,Late Stage
Salesforce,United States,Social Media,2024-04-23,2024,"18,629",704,3.78%,Design,1B,Series A,Low,Medium,Late Stage
Company30,United States,Fintech,2020-12-26,2020,"28,190",913,3.24%,Product,Not Specified,Series A,Low,Large,Unknown
Company46,India,Hardware,2024-02-14,2024,"42,349",4059,9.58%,Product,2B,Series A,Severe,Large,Late Stage
Company36,United Kingdom,Fintech,2025-05-23,2025,"44,013",690,1.57%,Sales,2B,Public,Low,Large,Late Stage
Stripe,United States,E-commerce,2022-05-11,2022,"19,309",877,4.54%,Finance,Not Specified,Public,Low,Medium,Unknown
Company21,Unknown,Automotive,2021-10-15,2021,"10,217",615,6.02%,Sales,2B,Series A,Moderate,Medium,Late Stage
Company21,United States,Hardware,2024-12-21,2024,"21,343",1903,8.92%,Sales,Not specified,Private,Severe,Large,Unknown
Company42,United States,Fintech,2023-10-28,2023,"36,771",320,0.87%,Finance,1B,Series A,Low,Large,Late Stage
Nvidia,India,Cloud,2023-02-10,2023,"9,720",131,1.35%,Design,1B,Series A,Low,Medium,Late Stage
Company29,Unknown,Cloud,2021-10-05,2021,"25,680",230,0.90%,Engineering,Not specified,Private,Low,Large,Unknown
Tesla,Unknown,Automotive,2024-12-29,2024,"16,401",402,2.45%,Design,Not specified,Public,Low,Medium,Unknown
Company37,France,Hardware,2023-09-28,2023,"41,285",3538,8.57%,Design,100M,IPO,Severe,Large,Early Stage
Company21,Unknown,Entertainment,2023-09-10,2023,"22,653",1999,8.82%,Finance,5B+,IPO,Severe,Large,Mature
Intel,United States,Social Media,2021-07-25,2021,"30,084",NA,0.00%,Finance,100M,IPO,Low,Large,Early Stage
Company19,United Kingdom,Software,2023-06-24,2023,"16,687",NA,0.00%,Marketing,2B,IPO,Low,Medium,Late Stage
Company44,Unknown,Hardware,2025-08-21,2025,"10,431",NA,0.00%,Sales,100M,IPO,Low,Medium,Early Stage
Company15,France,Cloud,2024-10-23,2024,"40,452",2645,6.54%,Operations,2B,Private,Moderate,Large,Late Stage
Company21,India,Software,2023-06-28,2023,"13,846",NA,0.00%,Sales,5B+,Private,Low,Medium,Mature
Company44,United Kingdom,Software,2022-10-08,2022,"21,581",1561,7.23%,Engineering,500M,Series A,High,Large,Growth Stage
Google,United States,Social Media,2022-11-16,2022,"38,374",593,1.55%,Design,Not specified,IPO,Low,Large,Unknown
Company23,United States,Entertainment,2021-07-16,2021,"27,008",515,1.91%,Operations,Not specified,IPO,Low,Large,Unknown
Palantir,United States,Entertainment,2022-12-12,2022,"28,916",2753,9.52%,Marketing,1B,Public,Severe,Large,Late Stage
Company49,United States,E-commerce,2021-02-04,2021,"32,007",1947,6.08%,Design,5B+,IPO,Moderate,Large,Mature
Company17,United States,Hardware,2024-11-07,2024,"23,391",1190,5.09%,Operations,100M,Public,Moderate,Large,Early Stage
Company43,United States,Entertainment,2022-12-19,2022,"17,455",1399,8.01%,Sales,Not specified,Public,Severe,Medium,Unknown
Company2,United States,Entertainment,2024-12-24,2024,"13,404",1177,8.78%,Product,2B,Private,Severe,Medium,Late Stage
Company32,United States,Fintech,2023-11-25,2023,"12,330",654,5.30%,HR,1B,Private,Moderate,Medium,Late Stage
Company34,United Kingdom,E-commerce,2022-08-17,2022,"22,322",1537,6.89%,Product,500M,Public,Moderate,Large,Growth Stage
Company35,United Kingdom,Automotive,2021-02-09,2021,"34,979",3167,9.05%,Marketing,100M,Private,Severe,Large,Early Stage
Amazon,United Kingdom,Cloud,2020-04-30,2020,"47,632",3327,6.98%,Sales,1B,IPO,Moderate,Large,Late Stage
Company46,United States,Automotive,2021-09-08,2021,"21,064",833,3.95%,HR,Not specified,Series A,Low,Large,Unknown
Palantir,United States,E-commerce,2024-11-30,2024,"46,799",3218,6.88%,Design,5B+,IPO,Moderate,Large,Mature
Company15,United States,Software,2025-12-28,2025,"44,098",4101,9.30%,Product,500M,Private,Severe,Large,Growth Stage
Company29,India,Social Media,2023-02-10,2023,"24,769",1398,5.64%,Engineering,2B,IPO,Moderate,Large,Late Stage
Snowflake,United Kingdom,Cloud,2022-10-10,2022,"36,414",3259,8.95%,Finance,Not specified,IPO,Severe,Large,Unknown
